timestamp,pir_level,gas_level_ppm,sound_level_dB,temperature_C,occupancy_count,scenario,speaker_on,vacate_condition
2026-04-07T12:00:14.738491,9,187,42,24.4,16,normal,off,stay
2026-04-07T12:00:19.738491,79,504,64,49.7,231,alert,on,evacuate
2026-04-07T12:00:24.738491,59,450,64,26.7,87,warning,on,prepare
2026-04-07T12:00:29.738491,21,212,30,21.4,48,normal,off,stay
2026-04-07T12:00:34.738491,21,286,39,21.2,42,normal,off,stay
2026-04-07T12:00:39.738491,59,724,74,45.5,307,alert,on,evacuate
2026-04-07T12:00:44.738491,17,293,32,22.5,13,normal,off,stay
2026-04-07T12:00:49.738491,12,309,36,24.6,32,normal,off,stay
2026-04-07T12:00:54.738491,49,361,48,31.8,73,warning,on,prepare
2026-04-07T12:00:59.738491,43,387,48,28.7,101,warning,on,prepare
2026-04-07T12:01:04.738491,28,235,37,21.0,29,normal,off,stay
2026-04-07T12:01:09.738491,54,548,66,47.5,333,alert,on,evacuate
2026-04-07T12:01:14.738491,59,458,47,34.3,113,warning,on,prepare
2026-04-07T12:01:19.738491,83,630,78,33.7,315,alert,on,evacuate
2026-04-07T12:01:24.738491,24,204,31,24.7,18,normal,off,stay
2026-04-07T12:01:29.738491,29,202,29,24.1,12,normal,off,stay
2026-04-07T12:01:34.738491,60,482,66,24.4,116,warning,on,prepare
2026-04-07T12:01:39.738491,31,220,40,25.9,37,normal,off,stay
2026-04-07T12:01:44.738491,45,344,59,28.1,84,warning,on,prepare
2026-04-07T12:01:49.738491,9,225,33,22.8,10,normal,off,stay
2026-04-07T12:01:54.738491,49,331,60,27.0,98,warning,on,prepare
2026-04-07T12:01:59.738491,16,234,48,24.5,53,normal,off,stay
2026-04-07T12:02:04.738491,38,264,40,18.4,23,normal,off,stay
2026-04-07T12:02:09.738491,30,288,32,23.7,21,normal,off,stay
2026-04-07T12:02:14.738491,25,266,39,17.5,45,normal,off,stay
2026-04-07T12:02:19.738491,12,234,32,21.7,51,normal,off,stay
2026-04-07T12:02:24.738491,60,752,93,34.3,338,alert,on,evacuate
2026-04-07T12:02:29.738491,16,248,38,23.7,37,normal,off,stay
2026-04-07T12:02:34.738491,35,231,30,20.7,22,normal,off,stay
2026-04-07T12:02:39.738491,67,719,83,51.9,252,alert,on,evacuate
2026-04-07T12:02:44.738491,58,495,65,26.2,126,warning,on,prepare
2026-04-07T12:02:49.738491,50,480,48,37.7,114,warning,on,prepare
2026-04-07T12:02:54.738491,10,196,42,26.5,18,normal,off,stay
2026-04-07T12:02:59.738491,50,474,66,34.6,92,warning,on,prepare
2026-04-07T12:03:04.738491,56,566,93,34.2,159,alert,on,evacuate
2026-04-07T12:03:09.738491,12,271,36,19.5,51,normal,off,stay
2026-04-07T12:03:14.738491,15,351,39,20.6,18,normal,off,stay
2026-04-07T12:03:19.738491,65,472,67,30.9,84,warning,on,prepare
2026-04-07T12:03:24.738491,44,324,56,28.0,123,warning,on,prepare
2026-04-07T12:03:29.738491,44,346,59,32.2,62,warning,on,prepare
2026-04-07T12:03:34.738491,32,183,26,22.2,18,normal,off,stay
2026-04-07T12:03:39.738491,15,287,38,17.2,27,normal,off,stay
2026-04-07T12:03:44.738491,27,214,40,20.6,30,normal,off,stay
2026-04-07T12:03:49.738491,43,539,49,26.8,110,warning,on,prepare
2026-04-07T12:03:54.738491,61,381,64,35.2,130,warning,on,prepare
2026-04-07T12:03:59.738491,48,336,53,24.4,66,warning,on,prepare
2026-04-07T12:04:04.738491,25,262,34,17.6,12,normal,off,stay
2026-04-07T12:04:09.738491,75,618,74,41.3,178,alert,on,evacuate
2026-04-07T12:04:14.738491,29,211,26,16.9,25,normal,off,stay
2026-04-07T12:04:19.738491,13,320,41,22.7,28,normal,off,stay
2026-04-07T12:04:24.738491,56,440,53,23.6,127,warning,on,prepare
2026-04-07T12:04:29.738491,15,265,28,20.1,39,normal,off,stay
2026-04-07T12:04:34.738491,31,349,34,22.5,13,normal,off,stay
2026-04-07T12:04:39.738491,39,349,58,25.9,139,warning,on,prepare
2026-04-07T12:04:44.738491,32,281,39,22.3,39,normal,off,stay
2026-04-07T12:04:49.738491,22,240,37,22.6,52,normal,off,stay
2026-04-07T12:04:54.738491,90,783,90,63.7,287,alert,on,evacuate
2026-04-07T12:04:59.738491,28,284,28,19.7,20,normal,off,stay
2026-04-07T12:05:04.738491,57,472,50,29.4,90,warning,on,prepare
2026-04-07T12:05:09.738491,11,187,34,23.9,49,normal,off,stay
2026-04-07T12:05:14.738491,31,207,48,21.9,39,normal,off,stay
2026-04-07T12:05:19.738491,38,335,38,22.2,26,normal,off,stay
2026-04-07T12:05:24.738491,33,356,37,19.2,12,normal,off,stay
2026-04-07T12:05:29.738491,13,306,33,22.1,48,normal,off,stay
2026-04-07T12:05:34.738491,24,272,31,20.7,51,normal,off,stay
2026-04-07T12:05:39.738491,13,349,40,25.1,56,normal,off,stay
2026-04-07T12:05:44.738491,71,512,89,53.2,172,alert,on,evacuate
2026-04-07T12:05:49.738491,23,200,36,20.0,54,normal,off,stay
2026-04-07T12:05:54.738491,88,580,87,48.2,227,alert,on,evacuate
2026-04-07T12:05:59.738491,36,399,55,24.0,122,warning,on,prepare
2026-04-07T12:06:04.738491,34,259,43,19.9,26,normal,off,stay
2026-04-07T12:06:09.738491,9,285,38,19.1,30,normal,off,stay
2026-04-07T12:06:14.738491,31,366,36,22.8,46,normal,off,stay
2026-04-07T12:06:19.738491,88,667,84,36.6,315,alert,on,evacuate
2026-04-07T12:06:24.738491,33,301,44,20.0,20,normal,off,stay
2026-04-07T12:06:29.738491,26,286,38,23.0,36,normal,off,stay
2026-04-07T12:06:34.738491,61,472,60,26.9,125,warning,on,prepare
2026-04-07T12:06:39.738491,28,249,33,19.6,48,normal,off,stay
2026-04-07T12:06:44.738491,90,691,73,43.9,275,alert,on,evacuate
2026-04-07T12:06:49.738491,49,406,69,31.3,122,warning,on,prepare
2026-04-07T12:06:54.738491,19,320,33,23.4,34,normal,off,stay
2026-04-07T12:06:59.738491,65,599,59,52.9,182,alert,on,evacuate
2026-04-07T12:07:04.738491,42,374,32,21.8,22,normal,off,stay
2026-04-07T12:07:09.738491,30,335,41,21.9,48,normal,off,stay
2026-04-07T12:07:14.738491,15,183,25,20.7,41,normal,off,stay
2026-04-07T12:07:19.738491,100,606,106,42.2,259,alert,on,evacuate
2026-04-07T12:07:24.738491,10,243,39,16.9,30,normal,off,stay
2026-04-07T12:07:29.738491,60,460,64,26.4,119,warning,on,prepare
2026-04-07T12:07:34.738491,63,446,64,32.1,61,warning,on,prepare
2026-04-07T12:07:39.738491,43,215,43,24.5,18,normal,off,stay
2026-04-07T12:07:44.738491,59,362,53,27.1,63,warning,on,prepare
2026-04-07T12:07:49.738491,52,514,81,53.8,309,alert,on,evacuate
2026-04-07T12:07:54.738491,59,628,75,62.4,185,alert,on,evacuate
2026-04-07T12:07:59.738491,11,248,32,16.6,42,normal,off,stay
2026-04-07T12:08:04.738491,10,222,38,18.7,35,normal,off,stay
2026-04-07T12:08:09.738491,101,768,102,49.1,268,alert,on,evacuate
2026-04-07T12:08:14.738491,94,717,90,47.3,301,alert,on,evacuate
2026-04-07T12:08:19.738491,27,228,39,19.0,32,normal,off,stay
2026-04-07T12:08:24.738491,75,620,63,39.5,163,alert,on,evacuate
2026-04-07T12:08:29.738491,53,339,51,25.1,94,warning,on,prepare
2026-04-07T12:08:34.738491,20,227,37,20.6,56,normal,off,stay
2026-04-07T12:08:39.738491,85,647,85,52.0,300,alert,on,evacuate
2026-04-07T12:08:44.738491,83,650,105,58.9,185,alert,on,evacuate
2026-04-07T12:08:49.738491,40,467,61,27.5,132,warning,on,prepare
2026-04-07T12:08:54.738491,36,378,47,21.2,58,normal,off,stay
2026-04-07T12:08:59.738491,29,220,43,21.6,34,normal,off,stay
2026-04-07T12:09:04.738491,59,502,66,27.0,68,warning,on,prepare
2026-04-07T12:09:09.738491,15,300,27,20.1,17,normal,off,stay
2026-04-07T12:09:14.738491,14,378,34,20.7,43,normal,off,stay
2026-04-07T12:09:19.738491,53,450,55,32.0,85,warning,on,prepare
2026-04-07T12:09:24.738491,66,776,84,53.4,242,alert,on,evacuate
2026-04-07T12:09:29.738491,35,267,37,18.2,38,normal,off,stay
2026-04-07T12:09:34.738491,18,316,33,22.9,57,normal,off,stay
2026-04-07T12:09:39.738491,57,354,46,33.0,94,warning,on,prepare
2026-04-07T12:09:44.738491,15,234,39,18.2,22,normal,off,stay
2026-04-07T12:09:49.738491,31,292,36,27.0,18,normal,off,stay
2026-04-07T12:09:54.738491,38,271,31,19.4,54,normal,off,stay
2026-04-07T12:09:59.738491,29,164,29,17.6,52,normal,off,stay
2026-04-07T12:10:04.738491,30,181,34,19.1,16,normal,off,stay
2026-04-07T12:10:09.738491,41,482,65,35.1,134,warning,on,prepare
2026-04-07T12:10:14.738491,56,343,65,32.5,134,warning,on,prepare
2026-04-07T12:10:19.738491,25,370,32,25.2,26,normal,off,stay
2026-04-07T12:10:24.738491,50,333,52,29.7,123,warning,on,prepare
2026-04-07T12:10:29.738491,36,291,38,22.2,52,normal,off,stay
2026-04-07T12:10:34.738491,10,335,40,24.0,50,normal,off,stay
2026-04-07T12:10:39.738491,52,312,41,28.7,79,warning,on,prepare
2026-04-07T12:10:44.738491,39,545,62,33.7,65,warning,on,prepare
2026-04-07T12:10:49.738491,31,209,32,24.5,58,normal,off,stay
2026-04-07T12:10:54.738491,18,260,36,22.0,26,normal,off,stay
2026-04-07T12:10:59.738491,12,197,32,20.1,44,normal,off,stay
2026-04-07T12:11:04.738491,30,226,37,19.9,50,normal,off,stay
2026-04-07T12:11:09.738491,71,660,73,49.4,287,alert,on,evacuate
2026-04-07T12:11:14.738491,38,228,36,23.3,14,normal,off,stay
2026-04-07T12:11:19.738491,9,265,43,19.2,37,normal,off,stay
2026-04-07T12:11:24.738491,32,274,39,17.6,17,normal,off,stay
2026-04-07T12:11:29.738491,20,357,42,25.9,46,normal,off,stay
2026-04-07T12:11:34.738491,17,190,45,19.0,55,normal,off,stay
2026-04-07T12:11:39.738491,21,224,40,24.5,41,normal,off,stay
2026-04-07T12:11:44.738491,32,180,38,20.0,41,normal,off,stay
2026-04-07T12:11:49.738491,38,293,34,17.5,49,normal,off,stay
2026-04-07T12:11:54.738491,60,610,65,49.7,307,alert,on,evacuate
2026-04-07T12:11:59.738491,32,287,41,23.8,36,normal,off,stay
2026-04-07T12:12:04.738491,16,179,33,23.3,33,normal,off,stay
2026-04-07T12:12:09.738491,21,256,40,19.6,14,normal,off,stay
2026-04-07T12:12:14.738491,27,285,41,17.8,59,normal,off,stay
2026-04-07T12:12:19.738491,11,352,30,18.9,39,normal,off,stay
2026-04-07T12:12:24.738491,41,452,43,28.4,102,warning,on,prepare
2026-04-07T12:12:29.738491,36,251,29,18.6,13,normal,off,stay
2026-04-07T12:12:34.738491,19,288,32,22.5,13,normal,off,stay
2026-04-07T12:12:39.738491,54,500,68,27.5,129,warning,on,prepare
2026-04-07T12:12:44.738491,30,297,27,22.8,25,normal,off,stay
2026-04-07T12:12:49.738491,62,412,64,31.7,70,warning,on,prepare
2026-04-07T12:12:54.738491,28,378,41,22.8,20,normal,off,stay
2026-04-07T12:12:59.738491,41,224,40,24.9,59,normal,off,stay
2026-04-07T12:13:04.738491,83,673,87,38.7,330,alert,on,evacuate
2026-04-07T12:13:09.738491,23,286,36,21.7,36,normal,off,stay
2026-04-07T12:13:14.738491,35,320,37,24.6,53,normal,off,stay
2026-04-07T12:13:19.738491,36,253,30,22.7,21,normal,off,stay
2026-04-07T12:13:24.738491,40,462,56,26.4,106,warning,on,prepare
2026-04-07T12:13:29.738491,12,242,44,22.5,26,normal,off,stay
2026-04-07T12:13:34.738491,17,344,43,21.5,48,normal,off,stay
2026-04-07T12:13:39.738491,13,195,29,21.5,31,normal,off,stay
2026-04-07T12:13:44.738491,60,348,47,28.8,64,warning,on,prepare
2026-04-07T12:13:49.738491,35,332,31,25.2,50,normal,off,stay
2026-04-07T12:13:54.738491,65,717,67,56.6,314,alert,on,evacuate
2026-04-07T12:13:59.738491,45,315,43,32.4,125,warning,on,prepare
2026-04-07T12:14:04.738491,13,212,41,18.7,24,normal,off,stay
2026-04-07T12:14:09.738491,24,275,32,22.5,52,normal,off,stay
2026-04-07T12:14:14.738491,14,320,29,25.8,48,normal,off,stay
2026-04-07T12:14:19.738491,34,281,43,24.0,14,normal,off,stay
2026-04-07T12:14:24.738491,27,213,35,18.0,39,normal,off,stay
2026-04-07T12:14:29.738491,40,275,31,25.3,46,normal,off,stay
2026-04-07T12:14:34.738491,55,411,59,32.6,99,warning,on,prepare
2026-04-07T12:14:39.738491,71,622,70,45.1,331,alert,on,evacuate
2026-04-07T12:14:44.738491,57,387,56,27.3,88,warning,on,prepare
2026-04-07T12:14:49.738491,28,335,32,23.4,43,normal,off,stay
2026-04-07T12:14:54.738491,71,621,63,50.6,240,alert,on,evacuate
2026-04-07T12:14:59.738491,16,341,41,20.1,25,normal,off,stay
2026-04-07T12:15:04.738491,13,278,37,23.3,43,normal,off,stay
2026-04-07T12:15:09.738491,97,566,69,51.0,180,alert,on,evacuate
2026-04-07T12:15:14.738491,46,463,51,25.8,118,warning,on,prepare
2026-04-07T12:15:19.738491,49,558,54,33.6,84,warning,on,prepare
2026-04-07T12:15:24.738491,66,695,85,46.5,248,alert,on,evacuate
2026-04-07T12:15:29.738491,15,304,27,20.8,44,normal,off,stay
2026-04-07T12:15:34.738491,18,303,30,19.0,16,normal,off,stay
2026-04-07T12:15:39.738491,23,289,42,23.0,14,normal,off,stay
2026-04-07T12:15:44.738491,72,519,63,42.1,188,alert,on,evacuate
2026-04-07T12:15:49.738491,13,214,37,21.1,22,normal,off,stay
2026-04-07T12:15:54.738491,76,655,88,46.3,309,alert,on,evacuate
2026-04-07T12:15:59.738491,29,239,39,23.8,54,normal,off,stay
2026-04-07T12:16:04.738491,64,383,47,27.1,85,warning,on,prepare
2026-04-07T12:16:09.738491,30,202,37,21.6,20,normal,off,stay
2026-04-07T12:16:14.738491,22,367,36,23.8,51,normal,off,stay
2026-04-07T12:16:19.738491,33,221,30,21.8,13,normal,off,stay
2026-04-07T12:16:24.738491,41,195,47,25.2,12,normal,off,stay
2026-04-07T12:16:29.738491,55,525,72,38.5,299,alert,on,evacuate
2026-04-07T12:16:34.738491,83,711,88,48.1,309,alert,on,evacuate
2026-04-07T12:16:39.738491,10,217,39,21.0,57,normal,off,stay
2026-04-07T12:16:44.738491,22,318,31,24.1,38,normal,off,stay
2026-04-07T12:16:49.738491,16,197,47,19.1,41,normal,off,stay
2026-04-07T12:16:54.738491,37,408,42,27.9,96,warning,on,prepare
2026-04-07T12:16:59.738491,42,484,53,24.9,123,warning,on,prepare
2026-04-07T12:17:04.738491,59,498,56,32.2,76,warning,on,prepare
2026-04-07T12:17:09.738491,32,257,39,19.6,19,normal,off,stay
2026-04-07T12:17:14.738491,33,297,33,20.5,21,normal,off,stay
2026-04-07T12:17:19.738491,21,246,41,24.3,27,normal,off,stay
2026-04-07T12:17:24.738491,25,354,37,19.0,27,normal,off,stay
2026-04-07T12:17:29.738491,96,583,101,44.4,302,alert,on,evacuate
2026-04-07T12:17:34.738491,97,715,74,41.9,205,alert,on,evacuate
2026-04-07T12:17:39.738491,13,212,45,22.0,22,normal,off,stay
2026-04-07T12:17:44.738491,15,274,42,20.6,25,normal,off,stay
2026-04-07T12:17:49.738491,42,203,39,23.7,36,normal,off,stay
2026-04-07T12:17:54.738491,33,338,42,19.1,18,normal,off,stay
2026-04-07T12:17:59.738491,10,330,33,23.6,34,normal,off,stay
2026-04-07T12:18:04.738491,92,732,66,45.0,143,alert,on,evacuate
2026-04-07T12:18:09.738491,16,232,43,19.7,18,normal,off,stay
2026-04-07T12:18:14.738491,62,641,83,62.7,158,alert,on,evacuate
2026-04-07T12:18:19.738491,24,338,34,22.3,44,normal,off,stay
2026-04-07T12:18:24.738491,40,253,39,23.6,55,normal,off,stay
2026-04-07T12:18:29.738491,63,513,47,30.6,60,warning,on,prepare
2026-04-07T12:18:34.738491,9,200,30,21.5,37,normal,off,stay
2026-04-07T12:18:39.738491,53,438,50,26.2,92,warning,on,prepare
2026-04-07T12:18:44.738491,12,270,44,22.2,18,normal,off,stay
2026-04-07T12:18:49.738491,84,628,94,59.9,143,alert,on,evacuate
2026-04-07T12:18:54.738491,10,318,33,23.9,49,normal,off,stay
2026-04-07T12:18:59.738491,60,566,86,59.3,293,alert,on,evacuate
2026-04-07T12:19:04.738491,62,477,79,52.3,296,alert,on,evacuate
2026-04-07T12:19:09.738491,99,686,81,55.6,299,alert,on,evacuate
2026-04-07T12:19:14.738491,87,720,73,46.8,323,alert,on,evacuate
2026-04-07T12:19:19.738491,34,307,41,21.0,32,normal,off,stay
2026-04-07T12:19:24.738491,49,504,56,32.9,77,warning,on,prepare
2026-04-07T12:19:29.738491,40,499,72,33.3,134,warning,on,prepare
2026-04-07T12:19:34.738491,21,259,32,22.0,42,normal,off,stay
2026-04-07T12:19:39.738491,23,310,30,22.8,36,normal,off,stay
2026-04-07T12:19:44.738491,62,399,47,29.1,100,warning,on,prepare
2026-04-07T12:19:49.738491,10,282,33,19.3,34,normal,off,stay
2026-04-07T12:19:54.738491,26,263,34,26.5,56,normal,off,stay
2026-04-07T12:19:59.738491,38,514,47,25.8,75,warning,on,prepare
2026-04-07T12:20:04.738491,24,285,39,17.7,43,normal,off,stay
2026-04-07T12:20:09.738491,10,221,41,22.0,41,normal,off,stay
2026-04-07T12:20:14.738491,50,475,52,24.0,99,warning,on,prepare
2026-04-07T12:20:19.738491,31,195,43,24.9,60,normal,off,stay
2026-04-07T12:20:24.738491,75,572,68,40.7,279,alert,on,evacuate
2026-04-07T12:20:29.738491,53,385,72,32.9,137,warning,on,prepare
2026-04-07T12:20:34.738491,17,229,40,22.6,32,normal,off,stay
2026-04-07T12:20:39.738491,61,449,71,30.4,92,warning,on,prepare
2026-04-07T12:20:44.738491,23,315,27,17.3,31,normal,off,stay
2026-04-07T12:20:49.738491,18,183,36,22.2,48,normal,off,stay
2026-04-07T12:20:54.738491,21,244,48,24.0,54,normal,off,stay
2026-04-07T12:20:59.738491,29,325,38,20.4,56,normal,off,stay
2026-04-07T12:21:04.738491,31,278,38,25.0,35,normal,off,stay
2026-04-07T12:21:09.738491,34,326,39,22.6,49,normal,off,stay
2026-04-07T12:21:14.738491,9,295,29,19.9,19,normal,off,stay
2026-04-07T12:21:19.738491,10,242,37,20.8,57,normal,off,stay
2026-04-07T12:21:24.738491,63,336,52,30.4,114,warning,on,prepare
2026-04-07T12:21:29.738491,23,192,38,22.2,38,normal,off,stay
2026-04-07T12:21:34.738491,66,630,88,42.9,214,alert,on,evacuate
2026-04-07T12:21:39.738491,22,343,45,22.2,27,normal,off,stay
2026-04-07T12:21:44.738491,27,319,39,19.2,39,normal,off,stay
2026-04-07T12:21:49.738491,73,478,80,52.7,181,alert,on,evacuate
2026-04-07T12:21:54.738491,64,475,59,25.1,101,warning,on,prepare
2026-04-07T12:21:59.738491,26,254,35,21.2,32,normal,off,stay
2026-04-07T12:22:04.738491,54,459,62,25.7,109,warning,on,prepare
2026-04-07T12:22:09.738491,13,367,46,26.0,28,normal,off,stay
2026-04-07T12:22:14.738491,27,282,32,17.8,30,normal,off,stay
2026-04-07T12:22:19.738491,18,230,42,17.8,25,normal,off,stay
2026-04-07T12:22:24.738491,25,264,42,20.1,56,normal,off,stay
2026-04-07T12:22:29.738491,38,329,33,22.8,52,normal,off,stay
2026-04-07T12:22:34.738491,48,432,53,35.4,100,warning,on,prepare
2026-04-07T12:22:39.738491,82,512,73,41.7,269,alert,on,evacuate
2026-04-07T12:22:44.738491,29,322,38,18.6,41,normal,off,stay
2026-04-07T12:22:49.738491,22,207,37,25.2,52,normal,off,stay
2026-04-07T12:22:54.738491,40,274,43,22.3,44,normal,off,stay
2026-04-07T12:22:59.738491,37,318,34,23.0,23,normal,off,stay
2026-04-07T12:23:04.738491,52,358,53,26.3,75,warning,on,prepare
2026-04-07T12:23:09.738491,20,319,37,18.4,14,normal,off,stay
2026-04-07T12:23:14.738491,21,331,36,17.5,45,normal,off,stay
2026-04-07T12:23:19.738491,20,215,36,19.8,13,normal,off,stay
2026-04-07T12:23:24.738491,9,193,27,22.1,22,normal,off,stay
2026-04-07T12:23:29.738491,46,558,65,37.0,92,warning,on,prepare
2026-04-07T12:23:34.738491,85,520,70,36.6,213,alert,on,evacuate
2026-04-07T12:23:39.738491,70,558,58,34.5,105,warning,on,prepare
2026-04-07T12:23:44.738491,54,384,50,27.0,113,warning,on,prepare
2026-04-07T12:23:49.738491,26,311,32,21.3,46,normal,off,stay
2026-04-07T12:23:54.738491,64,340,50,34.3,105,warning,on,prepare
2026-04-07T12:23:59.738491,60,456,60,26.7,99,warning,on,prepare
2026-04-07T12:24:04.738491,41,440,67,28.7,78,warning,on,prepare
2026-04-07T12:24:09.738491,58,399,49,26.4,107,warning,on,prepare
2026-04-07T12:24:14.738491,38,321,43,19.5,28,normal,off,stay
2026-04-07T12:24:19.738491,44,391,58,28.5,90,warning,on,prepare
2026-04-07T12:24:24.738491,46,314,44,30.3,85,warning,on,prepare
2026-04-07T12:24:29.738491,60,713,76,46.8,229,alert,on,evacuate
2026-04-07T12:24:34.738491,29,270,27,21.4,51,normal,off,stay
2026-04-07T12:24:39.738491,35,303,47,25.3,41,normal,off,stay
2026-04-07T12:24:44.738491,21,166,32,16.6,31,normal,off,stay
2026-04-07T12:24:49.738491,81,514,70,51.7,142,alert,on,evacuate
2026-04-07T12:24:54.738491,36,354,47,24.7,35,normal,off,stay
2026-04-07T12:24:59.738491,35,182,35,20.5,30,normal,off,stay
2026-04-07T12:25:04.738491,58,408,49,29.8,68,warning,on,prepare
2026-04-07T12:25:09.738491,81,626,67,36.2,185,alert,on,evacuate
2026-04-07T12:25:14.738491,24,351,30,22.5,13,normal,off,stay
2026-04-07T12:25:19.738491,14,175,28,20.6,10,normal,off,stay
2026-04-07T12:25:24.738491,22,362,29,24.1,41,normal,off,stay
2026-04-07T12:25:29.738491,10,309,26,22.0,44,normal,off,stay
2026-04-07T12:25:34.738491,32,382,51,23.4,129,warning,on,prepare
2026-04-07T12:25:39.738491,52,484,48,23.4,80,warning,on,prepare
2026-04-07T12:25:44.738491,13,196,45,18.5,53,normal,off,stay
2026-04-07T12:25:49.738491,22,305,31,18.8,22,normal,off,stay
2026-04-07T12:25:54.738491,39,251,39,20.4,20,normal,off,stay
2026-04-07T12:25:59.738491,16,278,34,19.0,55,normal,off,stay
2026-04-07T12:26:04.738491,21,340,33,26.3,53,normal,off,stay
2026-04-07T12:26:09.738491,28,203,39,23.3,30,normal,off,stay
2026-04-07T12:26:14.738491,16,200,37,21.1,34,normal,off,stay
2026-04-07T12:26:19.738491,33,213,38,22.6,28,normal,off,stay
2026-04-07T12:26:24.738491,16,310,43,19.5,52,normal,off,stay
2026-04-07T12:26:29.738491,37,260,38,22.2,27,normal,off,stay
2026-04-07T12:26:34.738491,34,360,47,23.4,33,normal,off,stay
2026-04-07T12:26:39.738491,10,322,46,22.7,28,normal,off,stay
2026-04-07T12:26:44.738491,14,307,29,22.3,21,normal,off,stay
2026-04-07T12:26:49.738491,70,648,71,50.3,266,alert,on,evacuate
2026-04-07T12:26:54.738491,41,423,60,33.8,130,warning,on,prepare
2026-04-07T12:26:59.738491,20,315,34,23.4,33,normal,off,stay
2026-04-07T12:27:04.738491,36,274,42,21.3,21,normal,off,stay
2026-04-07T12:27:09.738491,37,201,41,20.8,26,normal,off,stay
2026-04-07T12:27:14.738491,50,562,87,34.5,195,alert,on,evacuate
2026-04-07T12:27:19.738491,35,340,30,20.1,39,normal,off,stay
2026-04-07T12:27:24.738491,27,358,48,26.3,28,normal,off,stay
2026-04-07T12:27:29.738491,23,232,34,22.7,35,normal,off,stay
2026-04-07T12:27:34.738491,23,257,45,23.7,54,normal,off,stay
2026-04-07T12:27:39.738491,54,384,52,27.5,65,warning,on,prepare
2026-04-07T12:27:44.738491,29,230,45,23.8,25,normal,off,stay
2026-04-07T12:27:49.738491,45,421,67,33.9,120,warning,on,prepare
2026-04-07T12:27:54.738491,74,522,74,37.7,318,alert,on,evacuate
2026-04-07T12:27:59.738491,13,242,42,18.5,27,normal,off,stay
2026-04-07T12:28:04.738491,22,235,37,23.6,34,normal,off,stay
2026-04-07T12:28:09.738491,42,385,33,24.8,53,normal,off,stay
2026-04-07T12:28:14.738491,83,640,78,43.3,235,alert,on,evacuate
2026-04-07T12:28:19.738491,34,356,30,24.9,18,normal,off,stay
2026-04-07T12:28:24.738491,12,297,34,23.6,29,normal,off,stay
2026-04-07T12:28:29.738491,24,302,39,17.3,49,normal,off,stay
2026-04-07T12:28:34.738491,12,217,38,22.6,24,normal,off,stay
2026-04-07T12:28:39.738491,61,600,81,53.9,164,alert,on,evacuate
2026-04-07T12:28:44.738491,40,331,47,33.4,134,warning,on,prepare
2026-04-07T12:28:49.738491,24,204,36,22.7,13,normal,off,stay
2026-04-07T12:28:54.738491,64,427,66,26.4,112,warning,on,prepare
2026-04-07T12:28:59.738491,11,190,38,23.1,40,normal,off,stay
2026-04-07T12:29:04.738491,14,312,28,24.5,57,normal,off,stay
2026-04-07T12:29:09.738491,11,282,30,18.5,35,normal,off,stay
2026-04-07T12:29:14.738491,33,220,29,19.4,26,normal,off,stay
2026-04-07T12:29:19.738491,26,226,45,21.9,12,normal,off,stay
2026-04-07T12:29:24.738491,47,421,65,26.1,95,warning,on,prepare
2026-04-07T12:29:29.738491,80,603,76,46.9,146,alert,on,evacuate
2026-04-07T12:29:34.738491,51,501,76,42.9,144,alert,on,evacuate
2026-04-07T12:29:39.738491,16,239,35,20.1,57,normal,off,stay
2026-04-07T12:29:44.738491,33,296,34,23.7,15,normal,off,stay
2026-04-07T12:29:49.738491,22,342,30,23.4,21,normal,off,stay
2026-04-07T12:29:54.738491,74,529,85,60.3,271,alert,on,evacuate
2026-04-07T12:29:59.738491,13,190,25,21.9,60,normal,off,stay
2026-04-07T12:30:04.738491,16,349,29,25.3,46,normal,off,stay
2026-04-07T12:30:09.738491,34,410,42,33.2,130,warning,on,prepare
2026-04-07T12:30:14.738491,30,259,30,16.8,44,normal,off,stay
2026-04-07T12:30:19.738491,31,229,48,25.9,54,normal,off,stay
2026-04-07T12:30:24.738491,54,480,51,26.6,129,warning,on,prepare
2026-04-07T12:30:29.738491,15,360,38,25.6,54,normal,off,stay
2026-04-07T12:30:34.738491,30,184,39,19.7,18,normal,off,stay
2026-04-07T12:30:39.738491,20,214,48,20.8,15,normal,off,stay
2026-04-07T12:30:44.738491,11,261,32,21.6,29,normal,off,stay
2026-04-07T12:30:49.738491,20,210,36,19.3,29,normal,off,stay
2026-04-07T12:30:54.738491,15,203,39,20.6,37,normal,off,stay
2026-04-07T12:30:59.738491,60,463,54,25.7,100,warning,on,prepare
2026-04-07T12:31:04.738491,81,725,82,50.0,193,alert,on,evacuate
2026-04-07T12:31:09.738491,36,303,37,24.2,29,normal,off,stay
2026-04-07T12:31:14.738491,55,384,45,29.2,83,warning,on,prepare
2026-04-07T12:31:19.738491,13,352,43,18.5,30,normal,off,stay
2026-04-07T12:31:24.738491,14,292,34,16.9,19,normal,off,stay
2026-04-07T12:31:29.738491,36,441,52,25.7,130,warning,on,prepare
2026-04-07T12:31:34.738491,88,726,95,61.9,168,alert,on,evacuate
2026-04-07T12:31:39.738491,24,337,42,21.6,58,normal,off,stay
2026-04-07T12:31:44.738491,39,379,43,26.1,50,normal,off,stay
2026-04-07T12:31:49.738491,101,734,95,61.0,184,alert,on,evacuate
2026-04-07T12:31:54.738491,30,215,38,22.9,34,normal,off,stay
